,Gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GENENAME,Biotype
52,ENSG00000160255,720.6191108,3.235970238,0.42464303,7.62044825,2.53E-14,3.16E-11,integrin subunit beta 2,protein_coding
53,ENSG00000160796,89.32043302,3.369748223,0.777459957,4.334304544,1.46E-05,0.00076969,neurobeachin like 2,protein_coding
54,ENSG00000160949,41.02960859,3.689266039,0.774033935,4.76628462,1.88E-06,0.000156164,"tonsoku like, DNA repair protein",protein_coding
55,ENSG00000160957,23.58769531,2.844895301,0.948706545,2.998709469,0.002711257,0.028786105,RecQ like helicase 4,protein_coding
56,ENSG00000161016,310.3899146,3.167664969,0.412797496,7.673653554,1.67E-14,2.43E-11,ribosomal protein L8,protein_coding
57,ENSG00000162302,29.51984853,2.675779612,0.905097323,2.95634463,0.00311309,0.031338921,ribosomal protein S6 kinase A4,protein_coding
58,ENSG00000164897,36.94623781,2.253449507,0.785654757,2.868243954,0.004127571,0.037454761,transmembrane and ubiquitin like domain containing 1,protein_coding
59,ENSG00000167513,71.14306025,2.045116118,0.724582933,2.822473486,0.004765476,0.04117749,chromatin licensing and DNA replication factor 1,protein_coding
60,ENSG00000167658,1743.986223,2.459874902,0.379823023,6.476371243,9.40E-11,3.28E-08,eukaryotic translation elongation factor 2,protein_coding
61,ENSG00000167775,65.1791137,2.13594426,0.707520838,3.018913571,0.002536829,0.027683945,CD320 molecule,protein_coding
62,ENSG00000167792,171.7438666,2.10639236,0.495206192,4.253566281,2.10E-05,0.000974499,NADH:ubiquinone oxidoreductase core subunit V1,protein_coding
63,ENSG00000167797,28.60405664,3.315051674,0.904770092,3.663971325,0.000248335,0.00556622,cyclin dependent kinase 2 associated protein 2,protein_coding
64,ENSG00000169100,288.9354536,3.135062817,0.427057438,7.341079999,2.12E-13,2.06E-10,solute carrier family 25 member 6,protein_coding
65,ENSG00000169727,59.01136557,2.714182951,0.699770947,3.878673391,0.000105028,0.003100445,G protein pathway suppressor 1,protein_coding
66,ENSG00000169976,61.05647533,2.45018177,0.583603221,4.198369167,2.69E-05,0.00117458,splicing factor 3b subunit 5,protein_coding
67,ENSG00000170889,317.3639434,2.302973358,0.421021205,5.469969993,4.50E-08,7.42E-06,ribosomal protein S9,protein_coding
68,ENSG00000171222,9.978679194,4.054604045,1.37793344,2.942525325,0.003255472,0.032281546,SCAN domain containing 1,protein_coding
69,ENSG00000172270,214.4463213,2.248426623,0.444365823,5.059854976,4.20E-07,4.36E-05,basigin (Ok blood group),protein_coding
70,ENSG00000172354,132.1225512,2.007754538,0.543987248,3.69081177,0.00022354,0.005222696,G protein subunit beta 2,protein_coding
71,ENSG00000175221,28.82387125,3.770257422,0.938392831,4.017781569,5.87E-05,0.002040534,mediator complex subunit 16,protein_coding
72,ENSG00000175416,43.37191544,3.510025218,0.744384026,4.715341938,2.41E-06,0.000193443,clathrin light chain B,protein_coding
73,ENSG00000176101,23.07556082,3.886272469,0.97812222,3.973197205,7.09E-05,0.002320783,SS nuclear autoantigen 1,protein_coding
74,ENSG00000176978,26.29329292,3.484496677,0.839123014,4.152545715,3.29E-05,0.001323976,dipeptidyl peptidase 7,protein_coding
75,ENSG00000177679,22.30171052,3.863029474,1.081004578,3.573555147,0.000352167,0.007156362,serine/arginine repetitive matrix 3,protein_coding
76,ENSG00000177700,41.74377581,2.513573006,0.683421953,3.677922539,0.000235141,0.005378704,RNA polymerase II subunit L,protein_coding
77,ENSG00000177728,28.88363903,2.985163546,0.903439954,3.304219093,0.000952414,0.014348605,transmembrane protein 94,protein_coding
78,ENSG00000179364,33.08112544,2.794983448,0.926461343,3.016837636,0.002554266,0.027760168,phosphofurin acidic cluster sorting protein 2,protein_coding
79,ENSG00000184270,81.7372876,2.894897113,0.645755919,4.482958694,7.36E-06,0.000449825,histone cluster 2 H2A family member b,protein_coding
80,ENSG00000184281,31.87065053,2.093738635,0.711912626,2.941005057,0.003271492,0.032281546,tumor suppressing subtransferable candidate 4,protein_coding
81,ENSG00000184357,328.9441714,2.252760224,0.525970034,4.283058119,1.84E-05,0.000885044,histone cluster 1 H1 family member b,protein_coding
82,ENSG00000186193,25.06558529,3.690187463,0.948560475,3.890302791,0.000100119,0.002977036,suppressor APC domain containing 2,protein_coding
83,ENSG00000188566,19.79415972,3.493219876,1.004330804,3.47815666,0.000504875,0.009446672,NADPH dependent diflavin oxidoreductase 1,protein_coding
84,ENSG00000188986,39.08059618,2.281102648,0.724053681,3.150460672,0.001630132,0.020637675,negative elongation factor complex member B,protein_coding
85,ENSG00000196365,218.9267019,2.359664524,0.44445079,5.309169373,1.10E-07,1.46E-05,"lon peptidase 1, mitochondrial",protein_coding
86,ENSG00000197540,29.42975838,2.254452483,0.735565708,3.064923308,0.002177258,0.024773696,granzyme M,protein_coding
87,ENSG00000197785,55.15525525,2.101021181,0.634393809,3.311856374,0.000926791,0.014157869,"ATPase family, AAA domain containing 3A",protein_coding
88,ENSG00000198055,86.16841389,2.070020513,0.540480039,3.829966628,0.000128161,0.003589319,G protein-coupled receptor kinase 6,protein_coding
89,ENSG00000201413,155.2618054,2.763620794,0.566812372,4.875724187,1.08E-06,9.57E-05,NA,rRNA
90,ENSG00000228253,92.96760501,2.728245275,0.670406715,4.069537512,4.71E-05,0.001700897,ATP synthase F0 subunit 8,protein_coding
91,ENSG00000233421,1425.78584,2.68816763,0.47199427,5.695339543,1.23E-08,2.69E-06,long intergenic non-protein coding RNA 1783,lincRNA
92,ENSG00000233822,78.7516403,2.139585126,0.519504262,4.118513133,3.81E-05,0.00147672,histone cluster 1 H2B family member n,protein_coding
93,ENSG00000235173,17.6220592,3.323202616,1.044762682,3.180820557,0.001468586,0.019245644,HGH1 homolog,protein_coding
94,ENSG00000259070,15.97474978,3.033039038,1.098270917,2.761649235,0.005751023,0.046249188,long intergenic non-protein coding RNA 639,lincRNA
95,ENSG00000261236,43.33647182,3.392171336,0.864736988,3.922778119,8.75E-05,0.002712305,block of proliferation 1,protein_coding
96,ENSG00000275713,191.8377325,2.069917894,0.588593301,3.516720105,0.000436914,0.008441968,histone cluster 1 H2B family member h,protein_coding
97,ENSG00000277918,32.95493213,4.960743968,0.955594018,5.19126729,2.09E-07,2.41E-05,NA,snRNA
